order_id,customer_id,product_id,order_timestamp,quantity,unit_price,discount_pct,status,updated_at,pipeline_run_id,staged_at_utc,quarantine_reason,source_entity
O0021242,C01201,P0355,2025-05-21 20:44:00+00:00,3,11475.26,0.0,PACKED,2025-05-22 20:44:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0040898,C00412,P0509,2025-05-22 08:35:00+00:00,8,50305.42,0.0,PAID,2025-05-22 15:35:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0037399,C00025,P0180,2025-05-20 12:22:00+00:00,4,80463.88,0.15,CANCELLED,2025-05-20 20:22:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0010203,C00025,P0078,2025-05-16 13:29:00+00:00,2,980.78,0.0,PAID,2025-05-19 12:29:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0024936,C02334,P0475,2025-05-15 10:04:00+00:00,3,70150.21,0.1,PACKED,2025-05-15 13:04:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0016697,C00412,P0359,2025-05-14 10:16:00+00:00,8,19991.09,0.15,PAID,2025-05-14 19:16:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0001120,C01201,P0010,2025-05-04 21:13:00+00:00,3,53583.15,0.0,CANCELLED,2025-05-05 07:13:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0033026,C02334,P0363,2025-04-29 13:19:00+00:00,8,2522.92,0.0,PACKED,2025-04-29 14:19:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0024012,C02334,P0549,2025-04-28 06:48:00+00:00,2,15850.97,0.0,SHIPPED,2025-04-28 14:48:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0049222,C01201,P0420,2025-04-24 04:09:00+00:00,2,80165.3,0.1,PAID,2025-04-25 10:09:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0025078,C00412,P0489,2025-04-20 04:02:00+00:00,4,60995.07,0.0,CANCELLED,2025-04-22 11:02:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0002348,C00412,P0017,2025-04-04 22:40:00+00:00,2,29339.36,0.15,CANCELLED,2025-04-07 03:40:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0009277,C00025,P0263,2025-04-03 22:09:00+00:00,1,71306.66,0.1,DELIVERED,2025-04-03 23:09:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0000971,C01201,P0368,2025-03-28 22:48:00+00:00,3,5851.75,0.0,PACKED,2025-03-29 00:48:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0025571,C00412,P0480,2025-03-04 12:56:00+00:00,3,1541.62,0.1,CANCELLED,2025-03-06 22:56:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0005188,C01201,P0248,2025-02-20 11:49:00+00:00,7,79150.87,0.05,PENDING,2025-02-22 06:49:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0030588,C02334,P0245,2025-02-21 19:19:00+00:00,1,34088.86,0.1,CANCELLED,2025-02-22 04:19:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0012968,C00025,P0489,2025-02-11 23:49:00+00:00,3,60995.07,0.15,DELIVERED,2025-02-14 06:49:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0021948,C00412,P0246,2025-02-12 21:51:00+00:00,7,28416.14,0.0,SHIPPED,2025-02-14 02:51:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0026922,C01201,P0097,2025-02-07 02:28:00+00:00,4,14871.81,0.1,CANCELLED,2025-02-07 17:28:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0023106,C01201,P0472,2025-01-23 13:36:00+00:00,4,70409.04,0.05,PENDING,2025-01-24 20:36:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0047219,C02334,P0090,2025-01-09 13:02:00+00:00,4,31265.73,0.0,PENDING,2025-01-11 15:02:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0036259,C01201,P0415,2025-01-05 03:12:00+00:00,3,86401.2,0.0,PACKED,2025-01-06 01:12:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_customer,orders
O0003566,C03000,P0078,2026-08-23 18:03:00+00:00,8,505.52,0.0,PAID,2026-08-25 04:03:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0044671,C02550,P0078,2026-08-14 11:34:00+00:00,6,542.98,0.0,PAID,2026-08-14 14:34:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0023434,C01923,P0078,2026-08-05 20:54:00+00:00,1,753.84,0.0,SHIPPED,2026-08-08 19:54:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0000562,C02493,P0078,2026-08-07 13:11:00+00:00,8,705.5,0.0,PACKED,2026-08-07 17:11:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0010049,C02254,P0078,2026-08-06 02:25:00+00:00,3,356.26,0.15,PENDING,2026-08-06 04:25:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0047059,C02839,P0078,2026-07-29 19:27:00+00:00,5,264.24,0.0,CANCELLED,2026-08-01 14:27:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0005641,C00264,P0078,2026-07-17 01:05:00+00:00,6,496.81,0.0,PAID,2026-07-18 01:05:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0039280,C01915,P0078,2026-07-14 13:18:00+00:00,5,246.51,0.0,PAID,2026-07-16 17:18:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0012548,C00835,P0078,2026-07-13 02:38:00+00:00,5,876.43,0.0,CANCELLED,2026-07-15 15:38:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0006307,C02013,P0078,2026-07-07 22:54:00+00:00,4,587.15,0.0,PENDING,2026-07-09 19:54:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0023422,C00306,P0078,2026-07-08 16:29:00+00:00,8,727.88,0.05,PAID,2026-07-09 19:29:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0001777,C00700,P0078,2026-07-03 03:15:00+00:00,3,416.79,0.0,PACKED,2026-07-05 15:15:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0016390,C02028,P0078,2026-07-03 21:42:00+00:00,1,426.31,0.1,PAID,2026-07-04 09:42:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0027449,C01858,P0078,2026-06-22 09:47:00+00:00,2,905.05,0.0,PENDING,2026-06-23 18:47:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0001955,C02585,P0078,2026-05-31 00:17:00+00:00,8,424.56,0.05,PACKED,2026-06-01 21:17:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0008531,C00778,P0078,2026-05-29 12:45:00+00:00,7,399.81,0.1,DELIVERED,2026-05-31 17:45:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0003154,C01957,P0078,2026-05-28 06:22:00+00:00,3,311.54,0.05,PACKED,2026-05-29 03:22:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0019352,C00139,P0078,2026-05-15 10:20:00+00:00,3,250.79,0.0,SHIPPED,2026-05-15 17:20:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0031189,C02353,P0078,2026-03-30 19:12:00+00:00,2,586.87,0.15,PAID,2026-03-31 09:12:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0041104,C01724,P0078,2026-03-24 17:27:00+00:00,6,572.48,0.05,PACKED,2026-03-24 18:27:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0023166,C02997,P0078,2026-03-16 13:33:00+00:00,4,754.89,0.05,PENDING,2026-03-19 12:33:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0048345,C00830,P0078,2026-03-10 21:50:00+00:00,1,882.84,0.1,CANCELLED,2026-03-13 15:50:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0042057,C00960,P0078,2026-02-23 17:16:00+00:00,4,502.9,0.0,PACKED,2026-02-25 21:16:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0005298,C02200,P0078,2026-02-15 04:24:00+00:00,4,842.99,0.15,SHIPPED,2026-02-16 15:24:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0043952,C02270,P0078,2026-02-11 05:54:00+00:00,5,897.56,0.1,PACKED,2026-02-14 02:54:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0047598,C00476,P0078,2026-02-13 01:55:00+00:00,8,286.84,0.1,PACKED,2026-02-13 05:55:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0032078,C02406,P0078,2026-02-08 19:25:00+00:00,8,333.18,0.05,PAID,2026-02-11 15:25:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0026118,C02680,P0078,2026-02-07 19:42:00+00:00,6,734.12,0.0,DELIVERED,2026-02-08 14:42:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0037906,C02434,P0078,2026-02-05 01:55:00+00:00,6,689.34,0.0,DELIVERED,2026-02-06 15:55:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0013576,C01391,P0078,2026-02-04 00:39:00+00:00,2,951.71,0.05,DELIVERED,2026-02-06 07:39:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0037935,C02225,P0078,2026-02-05 18:08:00+00:00,8,293.0,0.0,PACKED,2026-02-06 07:08:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0030746,C01564,P0078,2026-01-29 02:50:00+00:00,7,448.06,0.0,DELIVERED,2026-01-29 16:50:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0017849,C01991,P0078,2026-01-27 22:36:00+00:00,8,882.22,0.0,CANCELLED,2026-01-29 08:36:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0033662,C01375,P0078,2026-01-27 20:41:00+00:00,2,555.85,0.05,PENDING,2026-01-28 16:41:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0019845,C00731,P0078,2026-01-21 14:54:00+00:00,7,288.81,0.15,PACKED,2026-01-22 16:54:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0044558,C00510,P0078,2026-01-11 19:10:00+00:00,7,973.89,0.0,CANCELLED,2026-01-14 09:10:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0004901,C02858,P0078,2026-01-12 00:38:00+00:00,6,582.85,0.0,PENDING,2026-01-12 22:38:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0039524,C02079,P0078,2026-01-04 10:06:00+00:00,7,820.62,0.05,PAID,2026-01-05 00:06:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0004408,C00416,P0078,2025-12-31 18:38:00+00:00,3,303.25,0.0,PAID,2026-01-01 13:38:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0012009,C02255,P0078,2025-12-16 19:22:00+00:00,3,980.18,0.0,DELIVERED,2025-12-17 21:22:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0003334,C02952,P9999,2025-12-15 13:19:00+00:00,7,10488.44,0.15,PENDING,2025-12-16 17:19:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0016361,C00104,P0078,2025-12-15 04:40:00+00:00,6,541.7,0.1,DELIVERED,2025-12-16 00:40:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0021420,C01826,P0078,2025-12-05 13:19:00+00:00,7,755.23,0.15,PENDING,2025-12-07 23:19:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0046857,C01458,P0078,2025-11-25 13:25:00+00:00,6,664.2,0.0,SHIPPED,2025-11-28 07:25:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0049273,C01777,P0078,2025-11-13 12:57:00+00:00,5,532.69,0.0,PAID,2025-11-15 21:57:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0036741,C01172,P0078,2025-11-08 18:39:00+00:00,3,520.34,0.05,PAID,2025-11-10 16:39:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0007090,C00395,P0078,2025-11-07 22:51:00+00:00,8,294.14,0.15,DELIVERED,2025-11-10 06:51:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0029645,C00638,P0078,2025-11-04 17:29:00+00:00,5,510.97,0.15,DELIVERED,2025-11-07 06:29:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0012575,C02624,P0078,2025-10-30 06:40:00+00:00,2,680.63,0.0,CANCELLED,2025-11-01 03:40:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0018747,C02077,P0078,2025-10-26 16:33:00+00:00,3,818.88,0.0,DELIVERED,2025-10-27 19:33:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0008636,C02402,P0078,2025-10-21 18:44:00+00:00,5,952.6,0.0,DELIVERED,2025-10-23 03:44:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0004609,C00407,P0078,2025-10-13 14:01:00+00:00,6,247.87,0.0,CANCELLED,2025-10-16 08:01:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0043918,C02641,P0078,2025-10-13 20:59:00+00:00,2,695.55,0.0,PENDING,2025-10-15 19:59:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0041524,C02885,P0078,2025-10-12 16:41:00+00:00,8,281.64,0.05,PENDING,2025-10-14 05:41:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0017017,C01171,P0078,2025-10-08 13:40:00+00:00,4,269.05,0.0,PAID,2025-10-09 14:40:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0032673,C02840,P0078,2025-09-30 12:47:00+00:00,8,643.07,0.1,PAID,2025-10-01 09:47:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0013057,C00929,P0078,2025-09-24 14:52:00+00:00,8,834.18,0.0,DELIVERED,2025-09-26 18:52:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0047611,C00734,P0078,2025-09-23 18:15:00+00:00,7,393.72,0.05,SHIPPED,2025-09-25 23:15:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0035004,C01978,P0078,2025-09-21 12:55:00+00:00,1,761.83,0.15,SHIPPED,2025-09-23 09:55:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0049825,C02539,P0078,2025-09-19 09:59:00+00:00,3,637.52,0.0,DELIVERED,2025-09-22 05:59:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0026695,C01765,P0078,2025-09-14 06:14:00+00:00,7,561.19,0.0,PACKED,2025-09-14 19:14:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
